timestamp,movement,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,ANGLE_X,ANGLE_Y,ANGLE_Z,MAG_X,MAG_Y,MAG_Z,trial
0.0,forward,0.18944787139328265,-0.028812454938184393,-0.33832497689719154,6.403301256853267,4.362045671507598,11.973884487238333,9.250505727668104,0.7707626277599438,6.448009914641721,33.498391866521736,61.394966575030885,10.807547035595308,1
0.1,forward,0.15125657440994994,-0.20847392223219574,-0.432211823139948,4.186753659204797,16.706280944655845,14.920208028474452,-2.844862442909938,-18.247422594421845,-13.589645039366998,120.7947328854472,19.328256532991315,-77.10155806052136,1
0.2,forward,0.20471050249068687,-0.10703854390449143,-0.5339900337052131,-3.7039814708301955,7.5883755047497505,7.276161686176327,-10.52441904863521,-9.956897340655882,-0.3892408293418116,-25.834060730105612,-2.4190711461960452,29.659129421176615,1
0.3,forward,0.1741391873342268,-0.11233260910992501,-0.5068332729452438,0.33142515425946933,9.373702280764272,10.504102639207257,0.707205239309902,12.319482197593103,1.4403174336475244,38.20445284439747,-1.2470329737875483,62.26661384910219,1
0.4,forward,0.20820771586816253,-0.20866336770349292,-0.7887534754158427,-2.4259113303635,9.256449835835813,9.414152296292409,13.568181019008136,-5.045317629979481,4.196443283188934,-59.99584067741497,4.008161913319961,44.431636494835445,1
0.5,forward,0.1939488356761033,-0.18282585563136444,-0.5808874035579508,6.090948703564801,12.395092819045628,12.75100528637422,-7.142978620998129,1.5111299925572033,15.28216277208525,-48.052796771431936,77.05681182045679,65.22817732091477,1
0.6,forward,0.2945080389612948,-0.10261557289044158,-0.5183766989692914,-5.123743550472493,-2.871181168460531,8.039707088192916,19.210479541780753,1.5137125942577594,8.388675058281924,78.12577781363825,41.62327530786545,-25.88913699316707,1
0.7,forward,0.2110232223506524,-0.1206296484581875,-0.416991076871982,-3.9341811774725937,0.9221716487774065,16.81294754065226,-1.61096049040149,-10.461899576090232,5.967182383840455,-15.825853426645034,71.6585352460892,5.1702825478208005,1
0.8,forward,0.11554904912885997,-0.1256023932347459,-0.5219567457951122,-6.413504595966356,3.1101560475584424,8.43481769249803,-7.405556484365122,-5.072829189593362,-3.077463285626558,13.274093157715802,-29.61443025504742,88.91137538208277,1
0.9,forward,0.1386743759246409,-0.08938166369563894,-0.5642280484571562,-2.8590019958035313,6.877178905310945,5.3060914512831285,0.7815564735858727,12.381448786161437,1.227571252528818,65.51979134017411,37.6385047459796,35.919264121405966,1
